lat_idx,lon_idx,lat,lon,EPHI_p1,EPHI_p2,EPHI_change,EPHI_change_pct
14,206,51.5,121.5,0.16649667812849434,0.17606306940246622,0.00956639127397188,5.7456949781238205
14,207,51.5,121.75,0.16780354801991632,0.1728617740686207,0.005058226048704373,3.0143737175950656
14,208,51.5,122.0,0.22110555160938022,0.21836980053505145,-0.002735751074328774,-1.2373054653833089
14,209,51.5,122.25,0.22926470230106613,0.22227331561244684,-0.006991386688619289,-3.049482374935471
14,210,51.5,122.5,0.21245903152904483,0.2007676200970685,-0.011691411431976328,-5.502901593702323
14,211,51.5,122.75,0.20068429844777536,0.19126573317441217,-0.009418565273363183,-4.693224804437903
14,212,51.5,123.0,0.19007500220815549,0.18324334442419174,-0.006831657783963746,-3.594190558778603
14,213,51.5,123.25,0.20900953892664778,0.20839214461642566,-0.0006173943102221191,-0.2953904943251392
14,214,51.5,123.5,0.1931268079871542,0.19585171898489598,0.002724910997741775,1.4109439420357541
14,215,51.5,123.75,0.2012960126825579,0.2054553015010788,0.004159288818520901,2.0662549461822
14,216,51.5,124.0,0.20014148679778299,0.2047548219559578,0.004613335158174803,2.305036917626169
14,217,51.5,124.25,0.20575384781213396,0.21004703913184314,0.0042931913197091776,2.086566722984995
14,218,51.5,124.5,0.17941980343003294,0.18447165489866618,0.005051851468633239,2.8156599060166028
14,219,51.5,124.75,0.21185839032620815,0.21247385743612282,0.0006154671099146691,0.29050872564782826
14,220,51.5,125.0,0.22368607240562433,0.22504930291615605,0.001363230510531721,0.6094391554516133
14,221,51.5,125.25,0.22309524667099212,0.22552252343280532,0.002427276761813202,1.0880002142729686
14,222,51.5,125.5,0.2131358834186986,0.21808628508583439,0.004950401667135784,2.3226505024547555
14,223,51.5,125.75,0.223439053310016,0.2212400619766161,-0.0021989913333999023,-0.9841571116705626
14,224,51.5,126.0,0.20871653421285857,0.20438387242083378,-0.0043326617920247945,-2.075859398664674
