lat,lon,lat_idx,lon_idx,E_C0_freq,E_C1_freq,E_C2_freq,E_transition,E_dominant
46.75,121.25,33,205,20.0,2.0,22.0,24.0,2.0
46.75,121.5,33,206,19.0,3.0,22.0,29.0,2.0
46.75,121.75,33,207,20.0,4.0,20.0,23.0,0.0
46.75,122.0,33,208,22.0,3.0,19.0,23.0,0.0
46.75,122.25,33,209,22.0,2.0,20.0,24.0,0.0
46.75,122.5,33,210,23.0,1.0,20.0,21.0,0.0
46.75,122.75,33,211,22.0,5.0,17.0,26.0,0.0
46.75,123.0,33,212,20.0,2.0,22.0,25.0,2.0
46.75,123.25,33,213,24.0,1.0,19.0,24.0,0.0
46.75,123.5,33,214,26.0,1.0,17.0,26.0,0.0
46.75,123.75,33,215,24.0,1.0,19.0,22.0,0.0
46.75,124.0,33,216,23.0,2.0,19.0,19.0,0.0
46.75,124.25,33,217,23.0,3.0,18.0,21.0,0.0
46.75,124.5,33,218,27.0,4.0,13.0,23.0,0.0
46.75,124.75,33,219,25.0,5.0,14.0,27.0,0.0
46.75,125.0,33,220,25.0,6.0,13.0,21.0,0.0
46.75,125.25,33,221,27.0,3.0,14.0,27.0,0.0
46.75,125.5,33,222,23.0,4.0,17.0,29.0,0.0
46.75,125.75,33,223,25.0,4.0,15.0,25.0,0.0
46.75,126.0,33,224,24.0,4.0,16.0,31.0,0.0
46.75,126.25,33,225,24.0,4.0,16.0,22.0,0.0
46.75,126.5,33,226,23.0,6.0,15.0,25.0,0.0
46.75,126.75,33,227,17.0,6.0,21.0,28.0,2.0
46.75,127.0,33,228,21.0,6.0,17.0,28.0,0.0
46.75,127.25,33,229,19.0,11.0,14.0,31.0,0.0
46.75,127.5,33,230,22.0,9.0,13.0,27.0,0.0
46.75,127.75,33,231,19.0,6.0,19.0,26.0,0.0
46.75,128.0,33,232,20.0,6.0,18.0,26.0,0.0
46.75,128.25,33,233,19.0,5.0,20.0,28.0,2.0
46.75,128.5,33,234,21.0,6.0,17.0,28.0,0.0
46.75,128.75,33,235,19.0,8.0,17.0,29.0,0.0
46.75,129.0,33,236,25.0,8.0,11.0,28.0,0.0
46.75,129.25,33,237,26.0,7.0,11.0,25.0,0.0
46.75,129.5,33,238,23.0,6.0,15.0,27.0,0.0
46.75,129.75,33,239,24.0,5.0,15.0,25.0,0.0
46.75,130.0,33,240,24.0,5.0,15.0,28.0,0.0
46.75,130.25,33,241,18.0,3.0,23.0,25.0,2.0
46.75,130.5,33,242,22.0,3.0,19.0,28.0,0.0
46.75,130.75,33,243,22.0,2.0,20.0,18.0,0.0
46.75,131.0,33,244,23.0,2.0,19.0,19.0,0.0
46.75,131.25,33,245,18.0,2.0,24.0,22.0,2.0
46.75,131.5,33,246,18.0,0.0,26.0,22.0,2.0
46.75,131.75,33,247,17.0,1.0,26.0,16.0,2.0
46.75,132.0,33,248,24.0,2.0,18.0,26.0,0.0
46.75,132.25,33,249,19.0,4.0,21.0,21.0,2.0
46.75,132.5,33,250,20.0,5.0,19.0,24.0,0.0
46.75,132.75,33,251,19.0,5.0,20.0,22.0,2.0
46.75,133.0,33,252,22.0,4.0,18.0,22.0,0.0
46.75,133.25,33,253,21.0,4.0,19.0,29.0,0.0
46.75,133.5,33,254,21.0,6.0,17.0,26.0,0.0
46.75,133.75,33,255,17.0,5.0,22.0,26.0,2.0
46.75,134.0,33,256,18.0,3.0,23.0,20.0,2.0
46.5,82.75,34,51,26.0,0.0,18.0,26.0,0.0
46.5,83.0,34,52,29.0,0.0,15.0,20.0,0.0
46.5,83.25,34,53,32.0,0.0,12.0,21.0,0.0
46.5,83.5,34,54,32.0,1.0,11.0,20.0,0.0
46.5,83.75,34,55,26.0,1.0,17.0,23.0,0.0
46.5,84.0,34,56,22.0,0.0,22.0,20.0,0.0
46.5,84.25,34,57,17.0,0.0,27.0,21.0,2.0
46.5,84.5,34,58,17.0,0.0,27.0,23.0,2.0
46.5,84.75,34,59,32.0,0.0,12.0,18.0,0.0
46.5,85.0,34,60,31.0,0.0,13.0,21.0,0.0
46.5,85.25,34,61,36.0,0.0,8.0,15.0,0.0
46.5,85.5,34,62,36.0,0.0,8.0,13.0,0.0
46.5,85.75,34,63,39.0,0.0,5.0,10.0,0.0
46.5,86.0,34,64,36.0,0.0,8.0,14.0,0.0
46.5,86.25,34,65,35.0,1.0,8.0,13.0,0.0
46.5,86.5,34,66,30.0,1.0,13.0,17.0,0.0
46.5,86.75,34,67,32.0,0.0,12.0,12.0,0.0
46.5,87.0,34,68,35.0,0.0,9.0,14.0,0.0
46.5,87.25,34,69,31.0,0.0,13.0,19.0,0.0
46.5,87.5,34,70,33.0,0.0,11.0,17.0,0.0
46.5,87.75,34,71,38.0,0.0,6.0,9.0,0.0
46.5,88.0,34,72,33.0,0.0,11.0,15.0,0.0
46.5,88.25,34,73,32.0,0.0,12.0,15.0,0.0
46.5,88.5,34,74,36.0,0.0,8.0,11.0,0.0
46.5,88.75,34,75,36.0,0.0,8.0,13.0,0.0
46.5,89.0,34,76,35.0,0.0,9.0,16.0,0.0
46.5,89.25,34,77,35.0,0.0,9.0,14.0,0.0
46.5,89.5,34,78,33.0,0.0,11.0,16.0,0.0
46.5,89.75,34,79,31.0,0.0,13.0,16.0,0.0
46.5,90.0,34,80,29.0,0.0,15.0,13.0,0.0
46.5,90.25,34,81,27.0,0.0,17.0,19.0,0.0
46.5,90.5,34,82,27.0,0.0,17.0,17.0,0.0
46.5,90.75,34,83,30.0,0.0,14.0,19.0,0.0
46.5,91.0,34,84,31.0,0.0,13.0,16.0,0.0
46.5,117.5,34,190,27.0,0.0,17.0,19.0,0.0
46.5,117.75,34,191,32.0,0.0,12.0,19.0,0.0
46.5,118.0,34,192,32.0,0.0,12.0,14.0,0.0
46.5,118.25,34,193,33.0,1.0,10.0,16.0,0.0
46.5,118.5,34,194,30.0,2.0,12.0,15.0,0.0
46.5,118.75,34,195,32.0,1.0,11.0,21.0,0.0
46.5,119.0,34,196,27.0,1.0,16.0,29.0,0.0
46.5,119.25,34,197,28.0,1.0,15.0,26.0,0.0
46.5,119.5,34,198,29.0,0.0,15.0,24.0,0.0
46.5,119.75,34,199,31.0,0.0,13.0,18.0,0.0
46.5,120.0,34,200,27.0,1.0,16.0,22.0,0.0
46.5,120.25,34,201,26.0,1.0,17.0,20.0,0.0
46.5,120.5,34,202,26.0,1.0,17.0,22.0,0.0
46.5,120.75,34,203,25.0,3.0,16.0,26.0,0.0
46.5,121.0,34,204,27.0,3.0,14.0,25.0,0.0
46.5,121.25,34,205,25.0,3.0,16.0,27.0,0.0
46.5,121.5,34,206,22.0,6.0,16.0,25.0,0.0
46.5,121.75,34,207,24.0,4.0,16.0,20.0,0.0
46.5,122.0,34,208,23.0,6.0,15.0,28.0,0.0
46.5,122.25,34,209,27.0,5.0,12.0,22.0,0.0
46.5,122.5,34,210,23.0,6.0,15.0,26.0,0.0
46.5,122.75,34,211,21.0,5.0,18.0,27.0,0.0
46.5,123.0,34,212,18.0,4.0,22.0,29.0,2.0
46.5,123.25,34,213,22.0,2.0,20.0,23.0,0.0
46.5,123.5,34,214,26.0,2.0,16.0,24.0,0.0
46.5,123.75,34,215,22.0,2.0,20.0,28.0,0.0
46.5,124.0,34,216,24.0,2.0,18.0,30.0,0.0
46.5,124.25,34,217,24.0,2.0,18.0,26.0,0.0
46.5,124.5,34,218,28.0,1.0,15.0,17.0,0.0
46.5,124.75,34,219,28.0,3.0,13.0,20.0,0.0
46.5,125.0,34,220,28.0,4.0,12.0,20.0,0.0
46.5,125.25,34,221,26.0,4.0,14.0,23.0,0.0
46.5,125.5,34,222,27.0,4.0,13.0,22.0,0.0
46.5,125.75,34,223,25.0,4.0,15.0,25.0,0.0
46.5,126.0,34,224,26.0,5.0,13.0,22.0,0.0
46.5,126.25,34,225,23.0,5.0,16.0,26.0,0.0
46.5,126.5,34,226,19.0,9.0,16.0,30.0,0.0
46.5,126.75,34,227,19.0,10.0,15.0,31.0,0.0
46.5,127.0,34,228,20.0,7.0,17.0,26.0,0.0
46.5,127.25,34,229,22.0,8.0,14.0,28.0,0.0
46.5,127.5,34,230,17.0,10.0,17.0,26.0,0.0
46.5,127.75,34,231,13.0,11.0,20.0,30.0,2.0
46.5,128.0,34,232,10.0,11.0,23.0,28.0,2.0
46.5,128.25,34,233,16.0,10.0,18.0,32.0,2.0
46.5,128.5,34,234,17.0,10.0,17.0,27.0,0.0
46.5,128.75,34,235,14.0,9.0,21.0,29.0,2.0
46.5,129.0,34,236,19.0,9.0,16.0,32.0,0.0
46.5,129.25,34,237,23.0,7.0,14.0,27.0,0.0
46.5,129.5,34,238,24.0,4.0,16.0,25.0,0.0
46.5,129.75,34,239,22.0,4.0,18.0,20.0,0.0
46.5,130.0,34,240,16.0,3.0,25.0,22.0,2.0
46.5,130.25,34,241,20.0,3.0,21.0,19.0,2.0
46.5,130.5,34,242,18.0,4.0,22.0,26.0,2.0
46.5,130.75,34,243,15.0,3.0,26.0,21.0,2.0
46.5,131.0,34,244,16.0,2.0,26.0,28.0,2.0
46.5,131.25,34,245,15.0,2.0,27.0,20.0,2.0
46.5,131.5,34,246,20.0,1.0,23.0,18.0,2.0
46.5,131.75,34,247,22.0,2.0,20.0,18.0,0.0
46.5,132.0,34,248,20.0,2.0,22.0,23.0,2.0
46.5,132.25,34,249,20.0,3.0,21.0,23.0,2.0
46.5,132.5,34,250,20.0,3.0,21.0,25.0,2.0
46.5,132.75,34,251,18.0,4.0,22.0,26.0,2.0
46.5,133.0,34,252,19.0,5.0,20.0,26.0,2.0
46.5,133.25,34,253,21.0,6.0,17.0,25.0,0.0
46.5,133.5,34,254,19.0,8.0,17.0,28.0,0.0
46.5,133.75,34,255,20.0,6.0,18.0,26.0,0.0
46.25,82.75,35,51,28.0,0.0,16.0,18.0,0.0
46.25,83.0,35,52,28.0,0.0,16.0,24.0,0.0
46.25,83.25,35,53,26.0,0.0,18.0,22.0,0.0
46.25,83.5,35,54,29.0,0.0,15.0,22.0,0.0
46.25,83.75,35,55,32.0,0.0,12.0,18.0,0.0
46.25,84.0,35,56,29.0,0.0,15.0,23.0,0.0
46.25,84.25,35,57,30.0,0.0,14.0,22.0,0.0
46.25,84.5,35,58,30.0,0.0,14.0,20.0,0.0
46.25,84.75,35,59,40.0,0.0,4.0,6.0,0.0
46.25,85.0,35,60,37.0,0.0,7.0,12.0,0.0
46.25,85.25,35,61,34.0,0.0,10.0,13.0,0.0
46.25,85.5,35,62,38.0,0.0,6.0,11.0,0.0
46.25,85.75,35,63,39.0,0.0,5.0,9.0,0.0
46.25,86.0,35,64,39.0,0.0,5.0,8.0,0.0
46.25,86.25,35,65,36.0,0.0,8.0,10.0,0.0
46.25,86.5,35,66,34.0,0.0,10.0,14.0,0.0
46.25,86.75,35,67,31.0,0.0,13.0,18.0,0.0
46.25,87.0,35,68,32.0,0.0,12.0,16.0,0.0
46.25,87.25,35,69,36.0,0.0,8.0,14.0,0.0
46.25,87.5,35,70,36.0,0.0,8.0,13.0,0.0
46.25,87.75,35,71,40.0,0.0,4.0,7.0,0.0
46.25,88.0,35,72,37.0,0.0,7.0,13.0,0.0
46.25,88.25,35,73,36.0,0.0,8.0,13.0,0.0
46.25,88.5,35,74,33.0,0.0,11.0,13.0,0.0
46.25,88.75,35,75,35.0,0.0,9.0,14.0,0.0
46.25,89.0,35,76,37.0,0.0,7.0,12.0,0.0
46.25,89.25,35,77,37.0,0.0,7.0,12.0,0.0
46.25,89.5,35,78,37.0,0.0,7.0,14.0,0.0
46.25,89.75,35,79,36.0,0.0,8.0,11.0,0.0
46.25,90.0,35,80,32.0,0.0,12.0,17.0,0.0
46.25,90.25,35,81,29.0,0.0,15.0,13.0,0.0
46.25,90.5,35,82,29.0,0.0,15.0,18.0,0.0
46.25,90.75,35,83,36.0,0.0,8.0,14.0,0.0
46.25,116.75,35,187,29.0,0.0,15.0,21.0,0.0
46.25,117.0,35,188,29.0,0.0,15.0,21.0,0.0
46.25,117.25,35,189,28.0,0.0,16.0,24.0,0.0
46.25,117.5,35,190,23.0,0.0,21.0,23.0,0.0
46.25,117.75,35,191,31.0,1.0,12.0,17.0,0.0
46.25,118.0,35,192,30.0,1.0,13.0,20.0,0.0
46.25,118.25,35,193,30.0,1.0,13.0,22.0,0.0
46.25,118.5,35,194,30.0,0.0,14.0,18.0,0.0
46.25,118.75,35,195,24.0,1.0,19.0,20.0,0.0
46.25,119.0,35,196,29.0,1.0,14.0,16.0,0.0
46.25,119.25,35,197,35.0,0.0,9.0,14.0,0.0
46.25,119.5,35,198,29.0,0.0,15.0,21.0,0.0
46.25,119.75,35,199,25.0,0.0,19.0,21.0,0.0
46.25,120.0,35,200,22.0,1.0,21.0,17.0,0.0
46.25,120.25,35,201,24.0,1.0,19.0,23.0,0.0
46.25,120.5,35,202,26.0,1.0,17.0,24.0,0.0
46.25,120.75,35,203,26.0,3.0,15.0,25.0,0.0
46.25,121.0,35,204,27.0,2.0,15.0,22.0,0.0
46.25,121.25,35,205,26.0,3.0,15.0,24.0,0.0
46.25,121.5,35,206,26.0,3.0,15.0,26.0,0.0
46.25,121.75,35,207,26.0,0.0,18.0,22.0,0.0
46.25,122.0,35,208,27.0,2.0,15.0,25.0,0.0
46.25,122.25,35,209,29.0,2.0,13.0,19.0,0.0
46.25,122.5,35,210,26.0,5.0,13.0,23.0,0.0
46.25,122.75,35,211,25.0,3.0,16.0,21.0,0.0
46.25,123.0,35,212,25.0,4.0,15.0,25.0,0.0
46.25,123.25,35,213,25.0,1.0,18.0,26.0,0.0
46.25,123.5,35,214,28.0,1.0,15.0,24.0,0.0
46.25,123.75,35,215,23.0,2.0,19.0,23.0,0.0
46.25,124.0,35,216,24.0,3.0,17.0,24.0,0.0
46.25,124.25,35,217,25.0,3.0,16.0,22.0,0.0
46.25,124.5,35,218,29.0,3.0,12.0,23.0,0.0
46.25,124.75,35,219,25.0,3.0,16.0,21.0,0.0
46.25,125.0,35,220,25.0,2.0,17.0,22.0,0.0
46.25,125.25,35,221,28.0,3.0,13.0,22.0,0.0
46.25,125.5,35,222,25.0,2.0,17.0,23.0,0.0
46.25,125.75,35,223,23.0,3.0,18.0,27.0,0.0
46.25,126.0,35,224,29.0,5.0,10.0,25.0,0.0
46.25,126.25,35,225,22.0,6.0,16.0,25.0,0.0
46.25,126.5,35,226,23.0,6.0,15.0,27.0,0.0
46.25,126.75,35,227,21.0,7.0,16.0,23.0,0.0
46.25,127.0,35,228,25.0,7.0,12.0,21.0,0.0
46.25,127.25,35,229,24.0,10.0,10.0,27.0,0.0
46.25,127.5,35,230,19.0,12.0,13.0,30.0,0.0
46.25,127.75,35,231,16.0,8.0,20.0,26.0,2.0
46.25,128.0,35,232,19.0,9.0,16.0,26.0,0.0
46.25,128.25,35,233,18.0,10.0,16.0,27.0,0.0
46.25,128.5,35,234,14.0,8.0,22.0,28.0,2.0
46.25,128.75,35,235,14.0,8.0,22.0,25.0,2.0
46.25,129.0,35,236,18.0,9.0,17.0,29.0,0.0
46.25,129.25,35,237,19.0,5.0,20.0,28.0,2.0
46.25,129.5,35,238,19.0,4.0,21.0,23.0,2.0
46.25,129.75,35,239,22.0,4.0,18.0,24.0,0.0
46.25,130.0,35,240,21.0,4.0,19.0,27.0,0.0
46.25,130.25,35,241,18.0,4.0,22.0,25.0,2.0
46.25,130.5,35,242,21.0,4.0,19.0,27.0,0.0
46.25,130.75,35,243,20.0,2.0,22.0,22.0,2.0
46.25,131.0,35,244,22.0,2.0,20.0,25.0,0.0
46.25,131.25,35,245,17.0,1.0,26.0,17.0,2.0
46.25,131.5,35,246,19.0,1.0,24.0,21.0,2.0
46.25,131.75,35,247,21.0,1.0,22.0,19.0,2.0
46.25,132.0,35,248,15.0,1.0,28.0,21.0,2.0
46.25,132.25,35,249,21.0,1.0,22.0,26.0,2.0
46.25,132.5,35,250,19.0,2.0,23.0,28.0,2.0
46.25,132.75,35,251,20.0,5.0,19.0,19.0,0.0
46.25,133.0,35,252,24.0,5.0,15.0,18.0,0.0
46.25,133.25,35,253,24.0,6.0,14.0,19.0,0.0
46.25,133.5,35,254,22.0,8.0,14.0,24.0,0.0
46.25,133.75,35,255,22.0,7.0,15.0,24.0,0.0
46.0,82.5,36,50,27.0,1.0,16.0,18.0,0.0
46.0,82.75,36,51,20.0,0.0,24.0,18.0,2.0
46.0,83.0,36,52,22.0,0.0,22.0,12.0,0.0
46.0,83.25,36,53,35.0,0.0,9.0,15.0,0.0
46.0,83.5,36,54,33.0,0.0,11.0,15.0,0.0
46.0,83.75,36,55,35.0,0.0,9.0,17.0,0.0
46.0,84.0,36,56,31.0,0.0,13.0,21.0,0.0
46.0,84.25,36,57,32.0,0.0,12.0,17.0,0.0
46.0,84.5,36,58,32.0,0.0,12.0,11.0,0.0
46.0,84.75,36,59,37.0,0.0,7.0,10.0,0.0
46.0,85.0,36,60,34.0,0.0,10.0,15.0,0.0
46.0,85.25,36,61,38.0,0.0,6.0,10.0,0.0
46.0,85.5,36,62,39.0,0.0,5.0,10.0,0.0
46.0,85.75,36,63,41.0,0.0,3.0,6.0,0.0
46.0,86.0,36,64,40.0,0.0,4.0,8.0,0.0
46.0,86.25,36,65,33.0,0.0,11.0,13.0,0.0
46.0,86.5,36,66,35.0,0.0,9.0,11.0,0.0
46.0,86.75,36,67,38.0,0.0,6.0,10.0,0.0
46.0,87.0,36,68,37.0,0.0,7.0,9.0,0.0
46.0,87.25,36,69,36.0,0.0,8.0,10.0,0.0
46.0,87.5,36,70,38.0,0.0,6.0,6.0,0.0
46.0,87.75,36,71,38.0,0.0,6.0,11.0,0.0
46.0,88.0,36,72,39.0,0.0,5.0,9.0,0.0
46.0,88.25,36,73,41.0,0.0,3.0,6.0,0.0
46.0,88.5,36,74,35.0,0.0,9.0,11.0,0.0
46.0,88.75,36,75,36.0,0.0,8.0,10.0,0.0
46.0,89.0,36,76,39.0,0.0,5.0,8.0,0.0
46.0,89.25,36,77,36.0,0.0,8.0,11.0,0.0
46.0,89.5,36,78,38.0,0.0,6.0,12.0,0.0
46.0,89.75,36,79,35.0,0.0,9.0,16.0,0.0
46.0,90.0,36,80,36.0,0.0,8.0,16.0,0.0
46.0,90.25,36,81,34.0,0.0,10.0,13.0,0.0
46.0,90.5,36,82,38.0,0.0,6.0,10.0,0.0
46.0,90.75,36,83,39.0,0.0,5.0,8.0,0.0
46.0,116.5,36,186,29.0,0.0,15.0,23.0,0.0
46.0,116.75,36,187,27.0,0.0,17.0,23.0,0.0
46.0,117.0,36,188,33.0,0.0,11.0,18.0,0.0
46.0,117.25,36,189,28.0,0.0,16.0,18.0,0.0
46.0,117.5,36,190,29.0,0.0,15.0,14.0,0.0
46.0,117.75,36,191,34.0,1.0,9.0,14.0,0.0
46.0,118.0,36,192,31.0,0.0,13.0,22.0,0.0
46.0,118.25,36,193,30.0,0.0,14.0,22.0,0.0
46.0,118.5,36,194,27.0,0.0,17.0,22.0,0.0
46.0,118.75,36,195,28.0,0.0,16.0,24.0,0.0
46.0,119.0,36,196,33.0,0.0,11.0,13.0,0.0
46.0,119.25,36,197,31.0,0.0,13.0,15.0,0.0
46.0,119.5,36,198,30.0,1.0,13.0,22.0,0.0
46.0,119.75,36,199,23.0,2.0,19.0,26.0,0.0
46.0,120.0,36,200,22.0,2.0,20.0,28.0,0.0
46.0,120.25,36,201,20.0,3.0,21.0,24.0,2.0
46.0,120.5,36,202,23.0,4.0,17.0,27.0,0.0
46.0,120.75,36,203,24.0,3.0,17.0,25.0,0.0
46.0,121.0,36,204,25.0,2.0,17.0,23.0,0.0
46.0,121.25,36,205,20.0,3.0,21.0,25.0,2.0
46.0,121.5,36,206,24.0,2.0,18.0,22.0,0.0
46.0,121.75,36,207,26.0,1.0,17.0,21.0,0.0
46.0,122.0,36,208,30.0,1.0,13.0,23.0,0.0
46.0,122.25,36,209,30.0,3.0,11.0,21.0,0.0
46.0,122.5,36,210,28.0,3.0,13.0,25.0,0.0
46.0,122.75,36,211,24.0,3.0,17.0,22.0,0.0
46.0,123.0,36,212,26.0,2.0,16.0,18.0,0.0
46.0,123.25,36,213,27.0,4.0,13.0,23.0,0.0
46.0,123.5,36,214,27.0,4.0,13.0,18.0,0.0
46.0,123.75,36,215,28.0,2.0,14.0,24.0,0.0
46.0,124.0,36,216,26.0,3.0,15.0,18.0,0.0
46.0,124.25,36,217,27.0,2.0,15.0,18.0,0.0
46.0,124.5,36,218,24.0,3.0,17.0,24.0,0.0
46.0,124.75,36,219,26.0,3.0,15.0,20.0,0.0
46.0,125.0,36,220,27.0,2.0,15.0,20.0,0.0
46.0,125.25,36,221,32.0,2.0,10.0,18.0,0.0
46.0,125.5,36,222,29.0,4.0,11.0,21.0,0.0
46.0,125.75,36,223,29.0,4.0,11.0,28.0,0.0
46.0,126.0,36,224,29.0,6.0,9.0,21.0,0.0
46.0,126.25,36,225,26.0,7.0,11.0,26.0,0.0
46.0,126.5,36,226,24.0,7.0,13.0,25.0,0.0
46.0,126.75,36,227,28.0,6.0,10.0,27.0,0.0
46.0,127.0,36,228,25.0,4.0,15.0,25.0,0.0
46.0,127.25,36,229,25.0,3.0,16.0,22.0,0.0
46.0,127.5,36,230,26.0,5.0,13.0,23.0,0.0
46.0,127.75,36,231,26.0,3.0,15.0,25.0,0.0
46.0,128.0,36,232,23.0,4.0,17.0,26.0,0.0
46.0,128.25,36,233,20.0,7.0,17.0,26.0,0.0
46.0,128.5,36,234,18.0,9.0,17.0,30.0,0.0
46.0,128.75,36,235,17.0,9.0,18.0,31.0,2.0
46.0,129.0,36,236,14.0,7.0,23.0,27.0,2.0
46.0,129.25,36,237,14.0,7.0,23.0,21.0,2.0
46.0,129.5,36,238,19.0,4.0,21.0,24.0,2.0
46.0,129.75,36,239,18.0,4.0,22.0,21.0,2.0
46.0,130.0,36,240,16.0,3.0,25.0,25.0,2.0
46.0,130.25,36,241,19.0,1.0,24.0,23.0,2.0
46.0,130.5,36,242,27.0,2.0,15.0,20.0,0.0
46.0,130.75,36,243,20.0,2.0,22.0,28.0,2.0
46.0,131.0,36,244,23.0,2.0,19.0,23.0,0.0
46.0,131.25,36,245,20.0,1.0,23.0,24.0,2.0
46.0,131.5,36,246,18.0,2.0,24.0,25.0,2.0
46.0,131.75,36,247,19.0,1.0,24.0,23.0,2.0
46.0,132.0,36,248,25.0,2.0,17.0,26.0,0.0
46.0,132.25,36,249,24.0,3.0,17.0,27.0,0.0
46.0,132.5,36,250,21.0,5.0,18.0,26.0,0.0
46.0,132.75,36,251,22.0,5.0,17.0,25.0,0.0
46.0,133.0,36,252,21.0,5.0,18.0,19.0,0.0
46.0,133.25,36,253,23.0,5.0,16.0,18.0,0.0
46.0,133.5,36,254,20.0,9.0,15.0,26.0,0.0
45.75,82.5,37,50,30.0,0.0,14.0,17.0,0.0
45.75,82.75,37,51,24.0,0.0,20.0,20.0,0.0
45.75,83.0,37,52,20.0,0.0,24.0,19.0,2.0
45.75,83.25,37,53,27.0,0.0,17.0,19.0,0.0
45.75,83.5,37,54,29.0,0.0,15.0,21.0,0.0
45.75,83.75,37,55,31.0,0.0,13.0,17.0,0.0
45.75,84.0,37,56,29.0,0.0,15.0,17.0,0.0
45.75,84.25,37,57,30.0,0.0,14.0,15.0,0.0
45.75,84.5,37,58,31.0,0.0,13.0,19.0,0.0
45.75,84.75,37,59,33.0,0.0,11.0,16.0,0.0
45.75,85.0,37,60,35.0,0.0,9.0,12.0,0.0
45.75,85.25,37,61,35.0,0.0,9.0,12.0,0.0
45.75,85.5,37,62,40.0,0.0,4.0,8.0,0.0
45.75,85.75,37,63,35.0,0.0,9.0,18.0,0.0
45.75,86.0,37,64,31.0,0.0,13.0,26.0,0.0
45.75,86.25,37,65,33.0,0.0,11.0,20.0,0.0
45.75,86.5,37,66,36.0,0.0,8.0,14.0,0.0
45.75,86.75,37,67,36.0,0.0,8.0,11.0,0.0
45.75,87.0,37,68,39.0,0.0,5.0,9.0,0.0
45.75,87.25,37,69,39.0,0.0,5.0,8.0,0.0
45.75,87.5,37,70,41.0,0.0,3.0,6.0,0.0
45.75,87.75,37,71,38.0,0.0,6.0,11.0,0.0
45.75,88.0,37,72,39.0,0.0,5.0,7.0,0.0
45.75,88.25,37,73,38.0,0.0,6.0,10.0,0.0
45.75,88.5,37,74,36.0,0.0,8.0,15.0,0.0
45.75,88.75,37,75,37.0,0.0,7.0,13.0,0.0
45.75,89.0,37,76,38.0,0.0,6.0,9.0,0.0
45.75,89.25,37,77,41.0,0.0,3.0,6.0,0.0
45.75,89.5,37,78,39.0,0.0,5.0,8.0,0.0
45.75,89.75,37,79,39.0,0.0,5.0,8.0,0.0
45.75,90.0,37,80,36.0,0.0,8.0,12.0,0.0
45.75,90.25,37,81,34.0,0.0,10.0,14.0,0.0
45.75,90.5,37,82,32.0,0.0,12.0,15.0,0.0
45.75,116.25,37,185,25.0,0.0,19.0,12.0,0.0
45.75,116.5,37,186,29.0,0.0,15.0,21.0,0.0
45.75,116.75,37,187,28.0,0.0,16.0,21.0,0.0
45.75,117.0,37,188,31.0,0.0,13.0,20.0,0.0
45.75,117.25,37,189,30.0,0.0,14.0,22.0,0.0
45.75,117.5,37,190,33.0,0.0,11.0,18.0,0.0
45.75,117.75,37,191,30.0,0.0,14.0,23.0,0.0
45.75,118.0,37,192,33.0,0.0,11.0,16.0,0.0
45.75,118.25,37,193,29.0,1.0,14.0,21.0,0.0
45.75,118.5,37,194,25.0,1.0,18.0,21.0,0.0
45.75,118.75,37,195,29.0,0.0,15.0,13.0,0.0
45.75,119.0,37,196,33.0,0.0,11.0,17.0,0.0
45.75,119.25,37,197,30.0,0.0,14.0,17.0,0.0
45.75,119.5,37,198,29.0,0.0,15.0,17.0,0.0
45.75,119.75,37,199,29.0,1.0,14.0,24.0,0.0
45.75,120.0,37,200,25.0,1.0,18.0,25.0,0.0
45.75,120.25,37,201,24.0,1.0,19.0,23.0,0.0
45.75,120.5,37,202,24.0,0.0,20.0,21.0,0.0
45.75,120.75,37,203,23.0,0.0,21.0,21.0,0.0
45.75,121.0,37,204,27.0,1.0,16.0,20.0,0.0
45.75,121.25,37,205,25.0,1.0,18.0,22.0,0.0
45.75,121.5,37,206,30.0,3.0,11.0,20.0,0.0
45.75,121.75,37,207,29.0,4.0,11.0,18.0,0.0
45.75,122.0,37,208,31.0,2.0,11.0,14.0,0.0
45.75,122.25,37,209,29.0,2.0,13.0,19.0,0.0
45.75,122.5,37,210,27.0,3.0,14.0,22.0,0.0
45.75,122.75,37,211,27.0,2.0,15.0,21.0,0.0
45.75,123.0,37,212,28.0,1.0,15.0,13.0,0.0
45.75,123.25,37,213,26.0,2.0,16.0,18.0,0.0
45.75,123.5,37,214,27.0,2.0,15.0,19.0,0.0
45.75,123.75,37,215,25.0,3.0,16.0,22.0,0.0
45.75,124.0,37,216,28.0,2.0,14.0,20.0,0.0
45.75,124.25,37,217,25.0,2.0,17.0,20.0,0.0
45.75,124.5,37,218,21.0,3.0,20.0,28.0,0.0
45.75,124.75,37,219,24.0,3.0,17.0,26.0,0.0
45.75,125.0,37,220,26.0,4.0,14.0,20.0,0.0
45.75,125.25,37,221,26.0,5.0,13.0,19.0,0.0
45.75,125.5,37,222,27.0,5.0,12.0,25.0,0.0
45.75,125.75,37,223,25.0,3.0,16.0,23.0,0.0
45.75,126.0,37,224,24.0,6.0,14.0,27.0,0.0
45.75,126.25,37,225,21.0,8.0,15.0,26.0,0.0
45.75,126.5,37,226,20.0,10.0,14.0,31.0,0.0
45.75,126.75,37,227,23.0,11.0,10.0,30.0,0.0
45.75,127.0,37,228,26.0,5.0,13.0,23.0,0.0
45.75,127.25,37,229,23.0,6.0,15.0,28.0,0.0
