lat,lon,lat_idx,lon_idx,E_C0_freq,E_C1_freq,E_C2_freq,E_transition,E_dominant
38.75,86.25,65,65,37.0,0.0,7.0,13.0,0.0
38.75,86.5,65,66,39.0,0.0,5.0,8.0,0.0
38.75,86.75,65,67,41.0,0.0,3.0,6.0,0.0
38.75,87.0,65,68,41.0,0.0,3.0,6.0,0.0
38.75,87.25,65,69,40.0,0.0,4.0,6.0,0.0
38.75,87.5,65,70,38.0,0.0,6.0,12.0,0.0
38.75,87.75,65,71,41.0,0.0,3.0,6.0,0.0
38.75,88.0,65,72,38.0,0.0,6.0,12.0,0.0
38.75,88.25,65,73,35.0,0.0,9.0,16.0,0.0
38.75,88.5,65,74,31.0,0.0,13.0,13.0,0.0
38.75,88.75,65,75,27.0,0.0,17.0,24.0,0.0
38.75,89.0,65,76,29.0,0.0,15.0,25.0,0.0
38.75,89.25,65,77,31.0,0.0,13.0,15.0,0.0
38.75,89.5,65,78,25.0,0.0,19.0,19.0,0.0
38.75,89.75,65,79,22.0,0.0,22.0,23.0,0.0
38.75,90.0,65,80,24.0,0.0,20.0,19.0,0.0
38.75,90.25,65,81,24.0,0.0,20.0,22.0,0.0
38.75,90.5,65,82,26.0,0.0,18.0,26.0,0.0
38.75,90.75,65,83,25.0,0.0,19.0,18.0,0.0
38.75,91.0,65,84,25.0,0.0,19.0,20.0,0.0
38.75,91.25,65,85,26.0,0.0,18.0,16.0,0.0
38.75,91.5,65,86,32.0,0.0,12.0,20.0,0.0
38.75,91.75,65,87,32.0,0.0,12.0,16.0,0.0
38.75,92.0,65,88,33.0,0.0,11.0,17.0,0.0
38.75,92.25,65,89,32.0,0.0,12.0,19.0,0.0
38.75,92.5,65,90,33.0,0.0,11.0,19.0,0.0
38.75,92.75,65,91,37.0,0.0,7.0,14.0,0.0
38.75,93.0,65,92,36.0,0.0,8.0,13.0,0.0
38.75,93.25,65,93,37.0,0.0,7.0,10.0,0.0
38.75,93.5,65,94,34.0,0.0,10.0,19.0,0.0
38.75,93.75,65,95,29.0,0.0,15.0,22.0,0.0
38.75,94.0,65,96,31.0,0.0,13.0,18.0,0.0
38.75,94.25,65,97,30.0,0.0,14.0,18.0,0.0
38.75,94.5,65,98,29.0,0.0,15.0,12.0,0.0
38.75,94.75,65,99,29.0,0.0,15.0,21.0,0.0
38.75,95.0,65,100,23.0,0.0,21.0,27.0,0.0
38.75,95.25,65,101,18.0,0.0,26.0,20.0,2.0
38.75,95.5,65,102,19.0,0.0,25.0,18.0,2.0
38.75,95.75,65,103,16.0,0.0,28.0,18.0,2.0
38.75,96.0,65,104,20.0,0.0,24.0,18.0,2.0
38.75,96.25,65,105,19.0,0.0,25.0,20.0,2.0
38.75,96.5,65,106,21.0,0.0,23.0,22.0,2.0
38.75,96.75,65,107,22.0,0.0,22.0,22.0,0.0
38.75,97.0,65,108,20.0,0.0,24.0,26.0,2.0
38.75,97.25,65,109,21.0,0.0,23.0,21.0,2.0
38.75,97.5,65,110,20.0,0.0,24.0,19.0,2.0
38.75,97.75,65,111,20.0,0.0,24.0,19.0,2.0
38.75,98.0,65,112,23.0,0.0,21.0,27.0,0.0
38.75,98.25,65,113,23.0,0.0,21.0,23.0,0.0
38.75,98.5,65,114,24.0,0.0,20.0,24.0,0.0
38.75,98.75,65,115,25.0,0.0,19.0,23.0,0.0
38.75,99.0,65,116,15.0,0.0,29.0,16.0,2.0
38.75,99.25,65,117,17.0,0.0,27.0,20.0,2.0
38.75,99.5,65,118,19.0,0.0,25.0,22.0,2.0
38.75,99.75,65,119,20.0,0.0,24.0,26.0,2.0
38.75,100.0,65,120,23.0,0.0,21.0,20.0,0.0
38.75,100.25,65,121,25.0,0.0,19.0,26.0,0.0
38.75,100.5,65,122,26.0,0.0,18.0,25.0,0.0
38.75,100.75,65,123,29.0,0.0,15.0,27.0,0.0
38.75,101.0,65,124,26.0,0.0,18.0,27.0,0.0
38.75,101.25,65,125,27.0,0.0,17.0,23.0,0.0
38.75,101.5,65,126,28.0,0.0,16.0,23.0,0.0
38.75,101.75,65,127,24.0,0.0,20.0,21.0,0.0
38.75,102.0,65,128,21.0,0.0,23.0,27.0,2.0
38.75,102.25,65,129,24.0,0.0,20.0,19.0,0.0
38.75,102.5,65,130,24.0,0.0,20.0,21.0,0.0
38.75,102.75,65,131,30.0,0.0,14.0,21.0,0.0
38.75,103.0,65,132,27.0,0.0,17.0,23.0,0.0
38.75,103.25,65,133,29.0,0.0,15.0,23.0,0.0
38.75,103.5,65,134,30.0,0.0,14.0,23.0,0.0
38.75,103.75,65,135,33.0,0.0,11.0,18.0,0.0
38.75,104.0,65,136,30.0,0.0,14.0,23.0,0.0
38.75,104.25,65,137,30.0,0.0,14.0,18.0,0.0
38.75,104.5,65,138,30.0,0.0,14.0,18.0,0.0
38.75,104.75,65,139,32.0,0.0,12.0,14.0,0.0
38.75,105.0,65,140,34.0,0.0,10.0,14.0,0.0
38.75,105.25,65,141,36.0,0.0,8.0,12.0,0.0
38.75,105.5,65,142,31.0,0.0,13.0,14.0,0.0
38.75,105.75,65,143,30.0,0.0,14.0,18.0,0.0
38.75,106.0,65,144,31.0,0.0,13.0,18.0,0.0
38.75,106.25,65,145,29.0,1.0,14.0,18.0,0.0
38.75,106.5,65,146,35.0,0.0,9.0,11.0,0.0
38.75,106.75,65,147,33.0,1.0,10.0,15.0,0.0
38.75,107.0,65,148,28.0,2.0,14.0,17.0,0.0
38.75,107.25,65,149,28.0,3.0,13.0,24.0,0.0
38.75,107.5,65,150,31.0,3.0,10.0,22.0,0.0
38.75,107.75,65,151,34.0,2.0,8.0,16.0,0.0
38.75,108.0,65,152,31.0,1.0,12.0,15.0,0.0
38.75,108.25,65,153,28.0,1.0,15.0,19.0,0.0
38.75,108.5,65,154,26.0,2.0,16.0,22.0,0.0
38.75,108.75,65,155,26.0,2.0,16.0,17.0,0.0
38.75,109.0,65,156,26.0,4.0,14.0,23.0,0.0
38.75,109.25,65,157,27.0,2.0,15.0,19.0,0.0
38.75,109.5,65,158,23.0,3.0,18.0,23.0,0.0
38.75,109.75,65,159,23.0,2.0,19.0,18.0,0.0
38.75,110.0,65,160,23.0,5.0,16.0,23.0,0.0
38.75,110.25,65,161,24.0,6.0,14.0,25.0,0.0
38.75,110.5,65,162,24.0,10.0,10.0,25.0,0.0
38.75,110.75,65,163,17.0,14.0,13.0,29.0,0.0
38.75,111.0,65,164,25.0,8.0,11.0,26.0,0.0
38.75,111.25,65,165,27.0,6.0,11.0,24.0,0.0
38.75,111.5,65,166,20.0,6.0,18.0,29.0,0.0
38.75,111.75,65,167,21.0,2.0,21.0,29.0,0.0
38.75,112.0,65,168,24.0,4.0,16.0,24.0,0.0
38.75,112.25,65,169,17.0,5.0,22.0,20.0,2.0
38.75,112.5,65,170,15.0,6.0,23.0,21.0,2.0
38.75,112.75,65,171,22.0,3.0,19.0,29.0,0.0
38.75,113.0,65,172,26.0,1.0,17.0,22.0,0.0
38.75,113.25,65,173,24.0,2.0,18.0,27.0,0.0
38.75,113.5,65,174,20.0,3.0,21.0,29.0,2.0
38.75,113.75,65,175,19.0,5.0,20.0,26.0,2.0
38.75,114.0,65,176,18.0,9.0,17.0,30.0,0.0
38.75,114.25,65,177,23.0,8.0,13.0,28.0,0.0
38.75,114.5,65,178,23.0,6.0,15.0,20.0,0.0
38.75,114.75,65,179,20.0,7.0,17.0,31.0,0.0
38.75,115.0,65,180,23.0,8.0,13.0,28.0,0.0
38.75,115.25,65,181,23.0,6.0,15.0,27.0,0.0
38.75,115.5,65,182,25.0,5.0,14.0,29.0,0.0
38.75,115.75,65,183,21.0,10.0,13.0,29.0,0.0
38.75,116.0,65,184,25.0,10.0,9.0,24.0,0.0
38.75,116.25,65,185,22.0,11.0,11.0,28.0,0.0
38.75,116.5,65,186,21.0,10.0,13.0,30.0,0.0
38.75,116.75,65,187,22.0,11.0,11.0,26.0,0.0
38.75,117.0,65,188,19.0,12.0,13.0,30.0,0.0
38.75,117.25,65,189,21.0,13.0,10.0,27.0,0.0
38.75,117.5,65,190,18.0,13.0,13.0,32.0,0.0
38.5,75.0,66,20,18.0,0.0,26.0,26.0,2.0
38.5,75.25,66,21,18.0,0.0,26.0,23.0,2.0
38.5,75.5,66,22,11.0,0.0,33.0,18.0,2.0
38.5,75.75,66,23,10.0,0.0,34.0,17.0,2.0
38.5,76.0,66,24,14.0,0.0,30.0,22.0,2.0
38.5,76.25,66,25,20.0,0.0,24.0,21.0,2.0
38.5,76.5,66,26,21.0,0.0,23.0,16.0,2.0
38.5,76.75,66,27,27.0,0.0,17.0,18.0,0.0
38.5,77.0,66,28,28.0,0.0,16.0,18.0,0.0
38.5,77.25,66,29,33.0,0.0,11.0,16.0,0.0
38.5,77.5,66,30,33.0,0.0,11.0,20.0,0.0
38.5,77.75,66,31,29.0,0.0,15.0,26.0,0.0
38.5,78.0,66,32,29.0,0.0,15.0,22.0,0.0
38.5,78.25,66,33,30.0,0.0,14.0,24.0,0.0
38.5,78.5,66,34,32.0,0.0,12.0,19.0,0.0
38.5,78.75,66,35,33.0,0.0,11.0,18.0,0.0
38.5,79.0,66,36,33.0,0.0,11.0,20.0,0.0
38.5,79.25,66,37,36.0,0.0,8.0,16.0,0.0
38.5,79.5,66,38,36.0,0.0,8.0,14.0,0.0
38.5,79.75,66,39,32.0,0.0,12.0,16.0,0.0
38.5,80.0,66,40,33.0,0.0,11.0,15.0,0.0
38.5,80.25,66,41,32.0,0.0,12.0,17.0,0.0
38.5,80.5,66,42,33.0,0.0,11.0,19.0,0.0
38.5,80.75,66,43,36.0,0.0,8.0,14.0,0.0
38.5,81.0,66,44,40.0,0.0,4.0,8.0,0.0
38.5,81.25,66,45,40.0,0.0,4.0,8.0,0.0
38.5,81.5,66,46,37.0,0.0,7.0,12.0,0.0
38.5,81.75,66,47,37.0,0.0,7.0,11.0,0.0
38.5,82.0,66,48,38.0,0.0,6.0,11.0,0.0
38.5,82.25,66,49,39.0,0.0,5.0,10.0,0.0
38.5,82.5,66,50,38.0,0.0,6.0,12.0,0.0
38.5,82.75,66,51,40.0,0.0,4.0,8.0,0.0
38.5,83.0,66,52,41.0,0.0,3.0,6.0,0.0
38.5,83.25,66,53,40.0,0.0,4.0,8.0,0.0
38.5,83.5,66,54,41.0,0.0,3.0,6.0,0.0
38.5,83.75,66,55,36.0,0.0,8.0,13.0,0.0
38.5,84.0,66,56,38.0,0.0,6.0,11.0,0.0
38.5,84.25,66,57,34.0,0.0,10.0,19.0,0.0
38.5,84.5,66,58,35.0,0.0,9.0,14.0,0.0
38.5,84.75,66,59,37.0,0.0,7.0,11.0,0.0
38.5,85.0,66,60,39.0,0.0,5.0,9.0,0.0
38.5,85.25,66,61,39.0,0.0,5.0,9.0,0.0
38.5,85.5,66,62,38.0,0.0,6.0,11.0,0.0
38.5,85.75,66,63,37.0,0.0,7.0,11.0,0.0
38.5,86.0,66,64,36.0,0.0,8.0,13.0,0.0
38.5,86.25,66,65,38.0,0.0,6.0,9.0,0.0
38.5,86.5,66,66,42.0,0.0,2.0,4.0,0.0
38.5,86.75,66,67,41.0,0.0,3.0,6.0,0.0
38.5,87.0,66,68,35.0,0.0,9.0,14.0,0.0
38.5,87.25,66,69,36.0,0.0,8.0,10.0,0.0
38.5,87.5,66,70,31.0,0.0,13.0,18.0,0.0
38.5,87.75,66,71,27.0,0.0,17.0,20.0,0.0
38.5,88.0,66,72,27.0,0.0,17.0,18.0,0.0
38.5,88.25,66,73,21.0,0.0,23.0,15.0,2.0
38.5,88.5,66,74,25.0,0.0,19.0,17.0,0.0
38.5,88.75,66,75,22.0,0.0,22.0,20.0,0.0
38.5,89.0,66,76,21.0,0.0,23.0,25.0,2.0
38.5,89.25,66,77,20.0,0.0,24.0,19.0,2.0
38.5,89.5,66,78,19.0,0.0,25.0,19.0,2.0
38.5,89.75,66,79,22.0,0.0,22.0,20.0,0.0
38.5,90.0,66,80,26.0,0.0,18.0,21.0,0.0
38.5,90.25,66,81,23.0,0.0,21.0,26.0,0.0
38.5,90.5,66,82,26.0,0.0,18.0,24.0,0.0
38.5,90.75,66,83,28.0,0.0,16.0,20.0,0.0
38.5,91.0,66,84,29.0,0.0,15.0,19.0,0.0
38.5,91.25,66,85,30.0,0.0,14.0,19.0,0.0
38.5,91.5,66,86,36.0,0.0,8.0,10.0,0.0
38.5,91.75,66,87,36.0,0.0,8.0,14.0,0.0
38.5,92.0,66,88,37.0,0.0,7.0,12.0,0.0
38.5,92.25,66,89,33.0,0.0,11.0,17.0,0.0
38.5,92.5,66,90,34.0,0.0,10.0,20.0,0.0
38.5,92.75,66,91,32.0,0.0,12.0,17.0,0.0
38.5,93.0,66,92,34.0,0.0,10.0,13.0,0.0
38.5,93.25,66,93,34.0,0.0,10.0,14.0,0.0
38.5,93.5,66,94,35.0,0.0,9.0,15.0,0.0
38.5,93.75,66,95,28.0,0.0,16.0,20.0,0.0
38.5,94.0,66,96,31.0,0.0,13.0,17.0,0.0
38.5,94.25,66,97,30.0,0.0,14.0,17.0,0.0
38.5,94.5,66,98,26.0,0.0,18.0,21.0,0.0
38.5,94.75,66,99,19.0,0.0,25.0,21.0,2.0
38.5,95.0,66,100,20.0,0.0,24.0,16.0,2.0
38.5,95.25,66,101,18.0,0.0,26.0,17.0,2.0
38.5,95.5,66,102,17.0,0.0,27.0,19.0,2.0
38.5,95.75,66,103,17.0,0.0,27.0,17.0,2.0
38.5,96.0,66,104,20.0,0.0,24.0,18.0,2.0
38.5,96.25,66,105,20.0,0.0,24.0,18.0,2.0
38.5,96.5,66,106,23.0,0.0,21.0,25.0,0.0
38.5,96.75,66,107,25.0,0.0,19.0,25.0,0.0
38.5,97.0,66,108,21.0,0.0,23.0,26.0,2.0
38.5,97.25,66,109,22.0,0.0,22.0,23.0,0.0
38.5,97.5,66,110,18.0,0.0,26.0,21.0,2.0
38.5,97.75,66,111,20.0,0.0,24.0,21.0,2.0
38.5,98.0,66,112,22.0,0.0,22.0,21.0,0.0
38.5,98.25,66,113,23.0,0.0,21.0,17.0,0.0
38.5,98.5,66,114,21.0,0.0,23.0,23.0,2.0
38.5,98.75,66,115,21.0,0.0,23.0,25.0,2.0
38.5,99.0,66,116,22.0,0.0,22.0,14.0,0.0
38.5,99.25,66,117,22.0,0.0,22.0,22.0,0.0
38.5,99.5,66,118,23.0,0.0,21.0,22.0,0.0
38.5,99.75,66,119,25.0,0.0,19.0,24.0,0.0
38.5,100.0,66,120,21.0,0.0,23.0,22.0,2.0
38.5,100.25,66,121,19.0,0.0,25.0,22.0,2.0
38.5,100.5,66,122,22.0,0.0,22.0,23.0,0.0
38.5,100.75,66,123,22.0,0.0,22.0,29.0,0.0
38.5,101.0,66,124,24.0,0.0,20.0,29.0,0.0
38.5,101.25,66,125,25.0,0.0,19.0,28.0,0.0
38.5,101.5,66,126,22.0,0.0,22.0,20.0,0.0
38.5,101.75,66,127,24.0,0.0,20.0,22.0,0.0
38.5,102.0,66,128,23.0,0.0,21.0,25.0,0.0
38.5,102.25,66,129,20.0,0.0,24.0,21.0,2.0
38.5,102.5,66,130,24.0,0.0,20.0,22.0,0.0
38.5,102.75,66,131,25.0,0.0,19.0,20.0,0.0
38.5,103.0,66,132,22.0,0.0,22.0,20.0,0.0
38.5,103.25,66,133,25.0,0.0,19.0,22.0,0.0
38.5,103.5,66,134,25.0,0.0,19.0,24.0,0.0
38.5,103.75,66,135,29.0,0.0,15.0,15.0,0.0
38.5,104.0,66,136,33.0,0.0,11.0,14.0,0.0
38.5,104.25,66,137,33.0,0.0,11.0,14.0,0.0
38.5,104.5,66,138,33.0,0.0,11.0,14.0,0.0
38.5,104.75,66,139,32.0,0.0,12.0,16.0,0.0
38.5,105.0,66,140,32.0,0.0,12.0,18.0,0.0
38.5,105.25,66,141,27.0,0.0,17.0,21.0,0.0
38.5,105.5,66,142,29.0,0.0,15.0,15.0,0.0
38.5,105.75,66,143,29.0,0.0,15.0,18.0,0.0
38.5,106.0,66,144,30.0,0.0,14.0,17.0,0.0
38.5,106.25,66,145,29.0,1.0,14.0,20.0,0.0
38.5,106.5,66,146,37.0,0.0,7.0,11.0,0.0
38.5,106.75,66,147,28.0,1.0,15.0,18.0,0.0
38.5,107.0,66,148,25.0,1.0,18.0,19.0,0.0
38.5,107.25,66,149,26.0,1.0,17.0,24.0,0.0
38.5,107.5,66,150,27.0,2.0,15.0,20.0,0.0
38.5,107.75,66,151,30.0,1.0,13.0,19.0,0.0
38.5,108.0,66,152,31.0,1.0,12.0,21.0,0.0
38.5,108.25,66,153,26.0,1.0,17.0,22.0,0.0
38.5,108.5,66,154,24.0,1.0,19.0,17.0,0.0
38.5,108.75,66,155,24.0,1.0,19.0,21.0,0.0
38.5,109.0,66,156,24.0,3.0,17.0,25.0,0.0
38.5,109.25,66,157,22.0,1.0,21.0,21.0,0.0
38.5,109.5,66,158,29.0,0.0,15.0,16.0,0.0
38.5,109.75,66,159,25.0,1.0,18.0,23.0,0.0
38.5,110.0,66,160,23.0,5.0,16.0,25.0,0.0
38.5,110.25,66,161,21.0,7.0,16.0,25.0,0.0
38.5,110.5,66,162,22.0,9.0,13.0,25.0,0.0
38.5,110.75,66,163,18.0,13.0,13.0,30.0,0.0
38.5,111.0,66,164,20.0,9.0,15.0,27.0,0.0
38.5,111.25,66,165,21.0,4.0,19.0,26.0,0.0
38.5,111.5,66,166,18.0,1.0,25.0,26.0,2.0
38.5,111.75,66,167,23.0,2.0,19.0,25.0,0.0
38.5,112.0,66,168,20.0,5.0,19.0,27.0,0.0
38.5,112.25,66,169,22.0,4.0,18.0,21.0,0.0
38.5,112.5,66,170,20.0,3.0,21.0,23.0,2.0
38.5,112.75,66,171,25.0,2.0,17.0,23.0,0.0
38.5,113.0,66,172,22.0,2.0,20.0,24.0,0.0
38.5,113.25,66,173,21.0,3.0,20.0,26.0,0.0
38.5,113.5,66,174,24.0,3.0,17.0,25.0,0.0
38.5,113.75,66,175,25.0,2.0,17.0,22.0,0.0
38.5,114.0,66,176,25.0,5.0,14.0,24.0,0.0
38.5,114.25,66,177,23.0,7.0,14.0,27.0,0.0
38.5,114.5,66,178,18.0,6.0,20.0,28.0,2.0
38.5,114.75,66,179,22.0,6.0,16.0,33.0,0.0
38.5,115.0,66,180,24.0,9.0,11.0,27.0,0.0
38.5,115.25,66,181,26.0,8.0,10.0,25.0,0.0
38.5,115.5,66,182,24.0,8.0,12.0,25.0,0.0
38.5,115.75,66,183,24.0,8.0,12.0,22.0,0.0
38.5,116.0,66,184,29.0,9.0,6.0,22.0,0.0
38.5,116.25,66,185,27.0,10.0,7.0,23.0,0.0
38.5,116.5,66,186,26.0,8.0,10.0,26.0,0.0
38.5,116.75,66,187,18.0,12.0,14.0,30.0,0.0
38.5,117.0,66,188,23.0,10.0,11.0,29.0,0.0
38.5,117.25,66,189,18.0,14.0,12.0,31.0,0.0
38.5,117.5,66,190,14.0,15.0,15.0,35.0,1.0
38.25,75.0,67,20,19.0,0.0,25.0,26.0,2.0
38.25,75.25,67,21,21.0,0.0,23.0,23.0,2.0
38.25,75.5,67,22,18.0,0.0,26.0,21.0,2.0
38.25,75.75,67,23,16.0,0.0,28.0,17.0,2.0
38.25,76.0,67,24,20.0,0.0,24.0,21.0,2.0
38.25,76.25,67,25,23.0,0.0,21.0,21.0,0.0
38.25,76.5,67,26,28.0,0.0,16.0,22.0,0.0
38.25,76.75,67,27,25.0,0.0,19.0,18.0,0.0
38.25,77.0,67,28,29.0,0.0,15.0,20.0,0.0
38.25,77.25,67,29,28.0,0.0,16.0,20.0,0.0
38.25,77.5,67,30,31.0,0.0,13.0,17.0,0.0
38.25,77.75,67,31,31.0,0.0,13.0,20.0,0.0
38.25,78.0,67,32,30.0,0.0,14.0,21.0,0.0
38.25,78.25,67,33,30.0,0.0,14.0,21.0,0.0
38.25,78.5,67,34,35.0,0.0,9.0,17.0,0.0
38.25,78.75,67,35,32.0,0.0,12.0,16.0,0.0
38.25,79.0,67,36,34.0,0.0,10.0,14.0,0.0
38.25,79.25,67,37,31.0,0.0,13.0,17.0,0.0
38.25,79.5,67,38,33.0,0.0,11.0,20.0,0.0
38.25,79.75,67,39,31.0,0.0,13.0,24.0,0.0
38.25,80.0,67,40,32.0,0.0,12.0,18.0,0.0
38.25,80.25,67,41,35.0,0.0,9.0,18.0,0.0
38.25,80.5,67,42,38.0,0.0,6.0,12.0,0.0
38.25,80.75,67,43,36.0,0.0,8.0,14.0,0.0
38.25,81.0,67,44,39.0,0.0,5.0,10.0,0.0
38.25,81.25,67,45,41.0,0.0,3.0,6.0,0.0
38.25,81.5,67,46,40.0,0.0,4.0,6.0,0.0
38.25,81.75,67,47,40.0,0.0,4.0,8.0,0.0
38.25,82.0,67,48,37.0,0.0,7.0,13.0,0.0
38.25,82.25,67,49,39.0,0.0,5.0,10.0,0.0
38.25,82.5,67,50,40.0,0.0,4.0,8.0,0.0
38.25,82.75,67,51,40.0,0.0,4.0,6.0,0.0
38.25,83.0,67,52,41.0,0.0,3.0,6.0,0.0
38.25,83.25,67,53,38.0,0.0,6.0,11.0,0.0
38.25,83.5,67,54,38.0,0.0,6.0,11.0,0.0
38.25,83.75,67,55,39.0,0.0,5.0,9.0,0.0
38.25,84.0,67,56,38.0,0.0,6.0,11.0,0.0
38.25,84.25,67,57,35.0,0.0,9.0,15.0,0.0
38.25,84.5,67,58,36.0,0.0,8.0,11.0,0.0
38.25,84.75,67,59,37.0,0.0,7.0,12.0,0.0
38.25,85.0,67,60,39.0,0.0,5.0,10.0,0.0
38.25,85.25,67,61,40.0,0.0,4.0,7.0,0.0
38.25,85.5,67,62,40.0,0.0,4.0,7.0,0.0
38.25,85.75,67,63,39.0,0.0,5.0,9.0,0.0
38.25,86.0,67,64,36.0,0.0,8.0,15.0,0.0
38.25,86.25,67,65,38.0,0.0,6.0,12.0,0.0
38.25,86.5,67,66,35.0,0.0,9.0,14.0,0.0
38.25,86.75,67,67,36.0,0.0,8.0,16.0,0.0
38.25,87.0,67,68,28.0,0.0,16.0,24.0,0.0
38.25,87.25,67,69,23.0,0.0,21.0,22.0,0.0
38.25,87.5,67,70,24.0,0.0,20.0,28.0,0.0
38.25,87.75,67,71,14.0,0.0,30.0,18.0,2.0
38.25,88.0,67,72,18.0,0.0,26.0,21.0,2.0
38.25,88.25,67,73,16.0,0.0,28.0,13.0,2.0
38.25,88.5,67,74,21.0,0.0,23.0,19.0,2.0
38.25,88.75,67,75,15.0,0.0,29.0,16.0,2.0
38.25,89.0,67,76,21.0,0.0,23.0,25.0,2.0
38.25,89.25,67,77,13.0,0.0,31.0,11.0,2.0
38.25,89.5,67,78,20.0,0.0,24.0,16.0,2.0
38.25,89.75,67,79,17.0,0.0,27.0,16.0,2.0
38.25,90.0,67,80,23.0,0.0,21.0,17.0,0.0
38.25,90.25,67,81,25.0,0.0,19.0,17.0,0.0
38.25,90.5,67,82,25.0,0.0,19.0,21.0,0.0
38.25,90.75,67,83,27.0,0.0,17.0,18.0,0.0
38.25,91.0,67,84,31.0,0.0,13.0,18.0,0.0
38.25,91.25,67,85,33.0,0.0,11.0,20.0,0.0
38.25,91.5,67,86,34.0,0.0,10.0,16.0,0.0
38.25,91.75,67,87,34.0,0.0,10.0,20.0,0.0
38.25,92.0,67,88,35.0,0.0,9.0,14.0,0.0
38.25,92.25,67,89,32.0,0.0,12.0,16.0,0.0
38.25,92.5,67,90,36.0,0.0,8.0,16.0,0.0
38.25,92.75,67,91,31.0,0.0,13.0,16.0,0.0
38.25,93.0,67,92,30.0,0.0,14.0,18.0,0.0
38.25,93.25,67,93,34.0,0.0,10.0,15.0,0.0
38.25,93.5,67,94,32.0,0.0,12.0,21.0,0.0
38.25,93.75,67,95,31.0,0.0,13.0,19.0,0.0
38.25,94.0,67,96,30.0,0.0,14.0,21.0,0.0
38.25,94.25,67,97,32.0,0.0,12.0,15.0,0.0
38.25,94.5,67,98,28.0,0.0,16.0,17.0,0.0
38.25,94.75,67,99,26.0,0.0,18.0,24.0,0.0
38.25,95.0,67,100,22.0,0.0,22.0,20.0,0.0
38.25,95.25,67,101,21.0,0.0,23.0,18.0,2.0
38.25,95.5,67,102,23.0,0.0,21.0,18.0,0.0
38.25,95.75,67,103,21.0,0.0,23.0,23.0,2.0
38.25,96.0,67,104,20.0,0.0,24.0,22.0,2.0
38.25,96.25,67,105,22.0,0.0,22.0,19.0,0.0
38.25,96.5,67,106,20.0,0.0,24.0,19.0,2.0
38.25,96.75,67,107,25.0,0.0,19.0,19.0,0.0
38.25,97.0,67,108,26.0,0.0,18.0,19.0,0.0
38.25,97.25,67,109,23.0,0.0,21.0,20.0,0.0
38.25,97.5,67,110,21.0,0.0,23.0,19.0,2.0
38.25,97.75,67,111,25.0,0.0,19.0,18.0,0.0
38.25,98.0,67,112,30.0,0.0,14.0,19.0,0.0
38.25,98.25,67,113,28.0,0.0,16.0,18.0,0.0
38.25,98.5,67,114,24.0,0.0,20.0,21.0,0.0
38.25,98.75,67,115,25.0,0.0,19.0,14.0,0.0
38.25,99.0,67,116,25.0,0.0,19.0,20.0,0.0
38.25,99.25,67,117,25.0,0.0,19.0,20.0,0.0
38.25,99.5,67,118,20.0,0.0,24.0,24.0,2.0
38.25,99.75,67,119,19.0,0.0,25.0,22.0,2.0
38.25,100.0,67,120,17.0,0.0,27.0,21.0,2.0
38.25,100.25,67,121,11.0,0.0,33.0,17.0,2.0
38.25,100.5,67,122,19.0,0.0,25.0,21.0,2.0
38.25,100.75,67,123,20.0,0.0,24.0,25.0,2.0
38.25,101.0,67,124,18.0,0.0,26.0,25.0,2.0
38.25,101.25,67,125,15.0,0.0,29.0,23.0,2.0
38.25,101.5,67,126,17.0,0.0,27.0,19.0,2.0
38.25,101.75,67,127,15.0,0.0,29.0,15.0,2.0
38.25,102.0,67,128,22.0,0.0,22.0,21.0,0.0
38.25,102.25,67,129,17.0,0.0,27.0,22.0,2.0
38.25,102.5,67,130,25.0,0.0,19.0,21.0,0.0
38.25,102.75,67,131,26.0,0.0,18.0,21.0,0.0
38.25,103.0,67,132,25.0,0.0,19.0,19.0,0.0
38.25,103.25,67,133,25.0,0.0,19.0,24.0,0.0
38.25,103.5,67,134,32.0,0.0,12.0,19.0,0.0
38.25,103.75,67,135,31.0,0.0,13.0,16.0,0.0
38.25,104.0,67,136,33.0,0.0,11.0,14.0,0.0
38.25,104.25,67,137,33.0,0.0,11.0,14.0,0.0
38.25,104.5,67,138,31.0,0.0,13.0,15.0,0.0
38.25,104.75,67,139,31.0,0.0,13.0,20.0,0.0
38.25,105.0,67,140,29.0,0.0,15.0,22.0,0.0
38.25,105.25,67,141,27.0,0.0,17.0,22.0,0.0
38.25,105.5,67,142,29.0,0.0,15.0,19.0,0.0
38.25,105.75,67,143,28.0,0.0,16.0,19.0,0.0
38.25,106.0,67,144,31.0,0.0,13.0,15.0,0.0
38.25,106.25,67,145,31.0,0.0,13.0,13.0,0.0
38.25,106.5,67,146,30.0,0.0,14.0,16.0,0.0
38.25,106.75,67,147,30.0,0.0,14.0,15.0,0.0
38.25,107.0,67,148,29.0,0.0,15.0,19.0,0.0
38.25,107.25,67,149,28.0,0.0,16.0,17.0,0.0
38.25,107.5,67,150,31.0,0.0,13.0,19.0,0.0
38.25,107.75,67,151,30.0,0.0,14.0,17.0,0.0
38.25,108.0,67,152,24.0,0.0,20.0,15.0,0.0
38.25,108.25,67,153,21.0,1.0,22.0,19.0,2.0
38.25,108.5,67,154,25.0,2.0,17.0,25.0,0.0
38.25,108.75,67,155,21.0,2.0,21.0,24.0,0.0
38.25,109.0,67,156,18.0,3.0,23.0,22.0,2.0
38.25,109.25,67,157,22.0,2.0,20.0,19.0,0.0
